r1_CdtB	2716	0.127
r1_CdtB	2738	0.128
r1_CdtB	2984	0.127
r1_CdtB	3363	0.150
r1_CdtB	3491	0.181
r1_CdtB	4088	0.737
r1_CdtB	4139	0.263
r1_CdtB	4157	0.258
r1_CdtB	4315	0.727
r1_CdtB	4424	0.263
r1_CdtB	4583	0.291
r1_CdtB	4616	0.709
r1_CdtB	4874	0.315
r1_CdtB	5115	0.655
r1_CdtB	26145	0.976
r1_CdtB	26151	0.953
r1_CdtB	26157	0.976
r1_CdtB	26159	0.976
r1_CdtB	26160	0.976
r1_CdtB	26163	0.976
r1_CdtB	26168	0.976
r1_CdtB	26171	0.976
r1_CdtB	26172	0.976
r1_CdtB	26190	0.974
r1_CdtB	26193	0.976
r1_CdtB	26202	0.976
r1_CdtB	26208	0.975
r1_CdtB	26211	0.976
r1_CdtB	26217	0.974
r1_CdtB	26259	0.949
r1_CdtB	26262	0.923
r1_CdtB	26263	0.921
r1_CdtB	26265	0.944
r1_CdtB	26268	0.949
r1_CdtB	26277	0.946
r1_CdtB	26278	0.921
r1_CdtB	26280	0.949
r1_CdtB	26283	0.949
r1_CdtB	26287	0.921
r1_CdtB	26290	0.949
r1_CdtB	26310	0.974
r1_CdtB	26319	0.943
r1_CdtB	26323	0.947
r1_CdtB	26324	0.949
r1_CdtB	26325	0.949
r1_CdtB	26334	0.946
r1_CdtB	26343	0.949
r1_CdtB	26346	0.943
r1_CdtB	26363	0.921
r1_CdtB	26371	0.949
r1_CdtB	26403	0.921
r1_CdtB	26424	0.923
r1_CdtB	26430	0.923
r1_CdtB	26433	0.895
r1_CdtB	26436	0.919
r1_CdtB	26496	0.919
r1_CdtB	26506	0.892
r1_CdtB	26729	0.861
r1_CdtB	26846	0.853
r1_CdtB	27665	0.793
r1_CdtB	27670	0.759
r1_CdtB	27671	0.793
r1_CdtB	27676	0.759
r1_CdtB	27719	0.786
r1_CdtB	27761	0.714
r1_CdtB	27764	0.714
r1_CdtB	27809	0.714
r1_CdtB	27812	0.731
r1_RHS	11660	0.120
r1_RHS	11663	0.127
r1_RHS	11676	0.128
r1_RHS	11759	0.128
r1_RHS	11771	0.122
r1_RHS	14434	0.536
r1_RHS	16501	0.556
r1_RHS	16513	0.554
r1_RHS	16532	0.549
r1_RHS	16537	0.547
r1_RHS	16540	0.551
r1_RHS	16675	0.569
r1_RHS	16993	0.533
r1_RHS	17162	0.536
r1_RHS	17165	0.538
r1_RHS	17171	0.563
r1_RHS	17177	0.532
r1_RHS	17180	0.529
r1_RHS	17183	0.531
r1_RHS	17186	0.532
r1_RHS	17192	0.527
r1_RHS	17198	0.536
r1_RHS	17201	0.536
r1_RHS	17204	0.534
r1_RHS	17218	0.532
r1_RHS	17221	0.536
r1_RHS	17227	0.532
r1_RHS	17228	0.536
r1_RHS	17237	0.548
r1_RHS	17246	0.516
r1_RHS	17247	0.523
r1_RHS	17248	0.516
r1_RHS	17250	0.527
r1_RHS	17252	0.520
r1_RHS	17258	0.536
r1_RHS	17259	0.539
r1_RHS	17260	0.539
r1_RHS	17261	0.540
r1_RHS	17264	0.540
r1_RHS	17267	0.538
r1_RHS	17272	0.545
r1_RHS	17276	0.543
r1_RHS	17278	0.538
r1_RHS	17282	0.536
r1_RHS	17285	0.540
r1_RHS	17288	0.540
r1_RHS	17509	0.557
r1_RHS	17528	0.539
r1_RHS	17560	0.543
r1_RHS	17562	0.543
r1_RHS	17572	0.541
r1_RHS	17573	0.534
r1_RHS	17578	0.535
r1_RHS	17580	0.539
r1_RHS	17581	0.539
r1_RHS	17586	0.538
r1_RHS	17590	0.534
r1_RHS	17593	0.537
r1_RHS	17783	0.538
r1_RHS	17784	0.545
r1_RHS	17785	0.540
r1_RHS	17791	0.536
r1_RHS	17825	0.550
r1_RHS	17854	0.558
r1_RHS	17861	0.554
r1_RHS	17863	0.552
r1_RHS	17866	0.554
r1_RHS	17869	0.554
r1_RHS	17899	0.556
r1_RHS	17902	0.542
r1_RHS	17918	0.549
r1_RHS	17971	0.550
r1_RHS	17980	0.555
r1_RHS	17986	0.554
r1_RHS	17994	0.557
r1_RHS	17995	0.557
r1_RHS	18001	0.552
r1_RHS	18182	0.562
r1_RHS	18276	0.569
r1_RHS	18279	0.568
r1_RHS	18324	0.563
r1_RHS	18438	0.568
r1_RHS	18448	0.562
r1_RHS	18449	0.552
r1_RHS	18453	0.566
r1_RHS	18474	0.571
r1_RHS	18510	0.571
r1_RHS	18522	0.564
r1_RHS	18558	0.569
r1_RHS	18560	0.575
r1_RHS	18564	0.569
r1_RHS	18569	0.569
r1_RHS	18573	0.565
r1_RHS	18579	0.566
r1_RHS	18906	0.576
r1_RHS	18919	0.574
r1_RHS	19431	0.601
r1_RHS	19453	0.604
r1_RHS	19699	0.603
r1_RHS	20078	0.399
r1_RHS	20206	0.405
r1_RHS	20803	0.394
r1_RHS	20854	0.406
r1_RHS	20872	0.402
r1_RHS	21030	0.403
r1_RHS	21139	0.394
r1_RHS	21298	0.386
r1_RHS	21331	0.384
r1_RHS	21589	0.381
r1_RHS	21830	0.370
r2_RHS	1578	0.875
r2_RHS	1579	0.875
r2_RHS	3322	0.591
r2_RHS	8317	0.174
r2_RHS	8319	0.123
r2_RHS	8466	0.118
r2_RHS	8467	0.109
r2_RHS	9360	0.300
r2_RHS	9362	0.318
r2_RHS	9364	0.360
r2_RHS	9598	0.304
r2_RHS	10623	0.172
r2_RHS	11992	0.208
r2_RHS	12169	0.941
r2_RHS	12172	0.936
r2_RHS	13002	0.333
r2_RHS	13006	0.227
r2_RHS	13046	0.950
r2_RHS	13047	0.950
r2_RHS	13086	0.928
r2_RHS	13327	0.167
r2_RHS	13620	0.216
r2_RHS	16465	0.350
r2_RHS	16471	0.356
r2_RHS	16524	0.965
r2_RHS	17011	0.956
r2_RHS	17021	0.138
r2_RHS	17501	0.948
r2_RHS	17537	0.247
r2_RHS	17595	0.995
r2_RHS	17605	0.275
r2_RHS	17904	0.290
r2_RHS	17926	0.968
r2_RHS	18124	0.800
r2_RHS	18146	0.631
